date,open,high,low,close,volume
2023-02-06,87.20195214203501,89.8444355402785,86.32112434262051,88.0827799414495,2352
2023-02-07,85.50775877402153,88.0989029792949,84.64404403893039,86.37147350911265,5044
2023-02-08,85.38141329573259,87.96872885014874,84.51897477759387,86.2438518138713,4125
2023-02-09,82.47334300509827,84.97253521737397,81.6402789343397,83.30640707585684,9071
2023-02-10,85.6265101945137,88.22125292768078,84.76159595012467,86.49142443890273,3410
2023-02-11,85.82104694363326,88.42168472980397,84.95416768157635,86.68792620569016,7606
2023-02-12,86.72136750662497,89.34928773409845,85.84539409746714,87.5973409157828,4755
2023-02-13,88.79624231251363,91.48703753410496,87.8993105719832,89.69317405304407,1886
2023-02-14,91.09997174304586,93.86057694738058,90.17977000826762,92.0201734778241,6047
2023-02-15,90.0118353115729,92.73946668465086,89.10262485388023,90.92104576926555,3034
2023-02-16,87.82160621443553,90.48286700881238,86.9345192829766,88.70869314589449,4489
2023-02-17,83.52292529519544,86.05392303141348,82.67925938312275,84.36659120726812,7415
2023-02-18,86.86324052371282,89.4954599335223,85.98583405377632,87.7406469936493,2402
2023-02-19,84.69753127343267,87.26412313020337,83.8420006545091,85.55306189235624,2418
2023-02-20,85.59731626319594,88.19117433177763,84.73269690700204,86.46193561938983,7956
2023-02-21,87.17579459437555,89.81748533965965,86.29523101261417,88.05635817613691,1978
2023-02-22,87.32872572416908,89.9750507461136,86.4466173835209,88.21083406481725,5559
2023-02-23,84.3955356484321,86.95297612262702,83.54305549036714,85.24801580649708,6921
2023-02-24,85.20977035463108,87.79188460780172,84.3490656035742,86.07047510568796,8599
2023-02-25,85.44340788277961,88.03260206104565,84.58034315669093,86.30647260886829,1543
2023-02-26,84.67976184999307,87.2458152393868,83.82441072019516,85.53511297979098,4925
2023-02-27,86.07744593355004,88.68585338608186,85.2079767827061,86.94691508439398,7288
2023-02-28,84.12349678838048,86.67269366075564,83.27376449758876,84.9732290791722,2460
2023-03-01,87.20276679966649,89.84527488450487,86.32193077138703,88.08360282794595,8444
2023-03-02,90.81451482880665,93.56646982361897,89.89719649720254,91.73183316041076,6476
2023-03-03,93.42761961437286,96.25875960268719,92.48390628493475,94.37133294381097,2995
2023-03-04,93.27502550214747,96.10154142645497,92.3328535273783,94.21719747691664,4022
2023-03-05,91.57999143195362,94.35514268746736,90.65494101344903,92.5050418504582,3744
2023-03-06,91.40580729535652,94.17568024370067,90.48251631257514,92.3290982781379,8655
2023-03-07,89.59164766520738,92.30654607930457,88.68668152717497,90.49661380323977,5181
2023-03-08,93.76876642159489,96.61024419194625,92.82160716481111,94.71592567837868,1616
2023-03-09,93.24443832858418,96.07002736884431,92.30257531516415,94.18630134200423,9886
2023-03-10,92.20171601863737,94.99570741314153,91.27038555380264,93.13304648347209,9604
2023-03-11,91.68193000705243,94.46017031029645,90.75584990597109,92.60801010813377,8551
2023-03-12,90.1191686790768,92.85005257844276,89.20887404595481,91.02946331219879,4863
2023-03-13,89.6780107462991,92.39552622345968,88.77217225391223,90.58384923868596,1996
2023-03-14,92.2197768572218,95.01431554986489,91.2882639596741,93.1512897547695,3265
2023-03-15,93.89907988385642,96.74450654700358,92.95060432947402,94.8475554382388,2926
2023-03-16,91.78465683224955,94.56601006959045,90.85753908646925,92.71177457802985,6928
2023-03-17,91.71471931283882,94.49395323140969,90.78830800664853,92.64113061902911,3516
2023-03-18,93.84952412922102,96.69344910283378,92.90154913801676,94.79749912042527,2628
2023-03-19,92.53097602857422,95.33494499913708,91.59631970505326,93.46563235209517,3518
2023-03-20,94.43369203411356,97.29531906545034,93.47981635700131,95.38756771122583,7589
2023-03-21,91.94627310542693,94.73252380559138,91.01752287203878,92.87502333881508,9676
2023-03-22,91.95259497864316,94.73903725072326,91.0237808879498,92.88140906933653,8901
2023-03-23,90.45127594032473,93.19222369609216,89.53762668840227,91.36492519224721,6327
2023-03-24,89.83783635944334,92.56019503700223,88.93038346692371,90.74528925196297,3392
2023-03-25,90.66797761838431,93.41549209166868,89.75213946062286,91.58381577614577,1223
2023-03-26,90.46181455883483,93.20308166667832,89.54805885622034,91.37557026144933,9597
2023-03-27,89.5315621657667,92.24463980715358,88.62720295197109,90.43592137956233,1817
2023-03-28,91.0127567107564,93.77071903532479,90.09343593590029,91.93207748561254,5768
2023-03-29,95.98287032229966,98.89144215024814,95.01334637965016,96.95239426494915,3989
2023-03-30,97.7020514416858,100.66271966719144,96.71516203318392,98.68894085018768,5205
2023-03-31,96.46381636084358,99.38696231117218,95.48943437740071,97.43819834428645,2285
